paper_id,filename,title,bucket,matched_keyword,suggested_action,status,session,commit
226,PAPER_226_MagnetarSGR0501_11Term_MUGE_UQFF.md,"SGR 0501+4516 Magnetar — 11-Term Full MUGE with GW Back-Reaction, Magnetic Energy, and",H,,NO UPDATE (specific system / framework application),,,
227,PAPER_227_Tapestry_LMC_Stellar_Wind_UQFF.md,"Tapestry of Blazing Starbirth (NGC 2014/2020, LMC) — MUGE with Gas-Accreting Mass M(t) and",H,,NO UPDATE (specific system / framework application),,,
228,PAPER_228_Westerlund2_OB_StellarWind_MUGE.md,Westerlund 2 Super Star Cluster â€” MUGE with High-Density OB-Supergiant Wind Feedback (10Ã—,H,,NO UPDATE (specific system / framework application),,,
229,PAPER_229_Pillars_Creation_Erosion_MUGE.md,Pillars of Creation (Eagle Nebula M16) — MUGE with Decaying Photoevaporation Erosion Factor,H,,NO UPDATE (specific system / framework application),,,
230,PAPER_230_NGC2525_SN2018gv_Negative_MassLoss_MUGE.md,NGC 2525 + SN 2018gv — MUGE with Negative Supernova Mass-Loss Acceleration (Only Negative,H,,NO UPDATE (specific system / framework application),,,
231,PAPER_231_HUDF_Cosmic_Field_z3p5_MUGE.md,Hubble Ultra Deep Field Galaxies — MUGE at Cosmic Scale z = 3.5 with Double I(t) Interaction,H,,NO UPDATE (specific system / framework application),,,
232,PAPER_232_NGC1792_Stellar_Forge_Starburst_MUGE.md,NGC 1792 \,H,,NO UPDATE (specific system / framework application),,,
233,PAPER_233_SGR1745_BH_Proximity_Enhanced_MUGE.md,"SGR 1745-2900 Enhanced — SMBH Tidal Proximity Coupling, Static B-Field Magnetic Energy, ATNF",H,,NO UPDATE (specific system / framework application),,,
234,PAPER_234_SgrAStar_Accretion_Precession_Enhanced_MUGE.md,"Sagittarius A* Enhanced — Secular SMBH Accretion Mass Growth M(t), Gauss→Tesla B-Field",H,,NO UPDATE (specific system / framework application),,,
235,PAPER_235_Antennae_NGC4038_Double_Merger_Interaction_MUGE.md,Antennae Galaxies (NGC 4038/4039) Enhanced — Double I(t) Merger Modulation Applied to Both,H,,NO UPDATE (specific system / framework application),,,
236,PAPER_236_UQFF_Learning_Advancement_Meta_Assessment.md,UQFF Learning Assessment Evolution_B — Framework Meta-Assessment Advancement Score,H,,NO UPDATE (specific system / framework application),,,
237,PAPER_237_UQFFSource10_Catalogue_Master_Buoyancy_26Layer_UQFF.md,UQFFSource10 Catalogue — Master Buoyancy Integral F_{U\_Bi\_i} and 26-Layer Triadic g_UQFF,H,,NO UPDATE (specific system / framework application),,,
238,PAPER_238_UQFF_Vacuum_Repulsion_Surface_Tension_Analogy.md,UQFF Vacuum Repulsion Force — Surface-Tension Analogy F_{vac\_rep},H,,NO UPDATE (specific system / framework application),,,
239,PAPER_239_UQFF_THz_Conduit_Shock_StarFormation_Forces.md,UQFF THz Shock Force and H$_2$O Conduit Force --- 26-Layer Star-Formation Coupling,H,,NO UPDATE (specific system / framework application),,,
240,PAPER_240_UQFF_Spooky_Action_DPM_Resonance_gH_Hydrogen.md,UQFF Spooky Action Force and DPM Resonance Energy --- Quantum String-Wave Coupling and,H,,NO UPDATE (specific system / framework application),,,
241,PAPER_241_UQFF_Validation_CrossReference_ArXiv_Experimental_92pct.md,"UQFF Validation Cross-Reference Report â€” 92.53% ArXiv Alignment, 93.3% Experimental Pass",H,,NO UPDATE (specific system / framework application),,,
242,PAPER_242_RingsOfRelativityEinsteinLensingMUGE.md,Rings of Relativity: Einstein Ring Lensing Amplification in the Full MUGE,H,,NO UPDATE (specific system / framework application),,,
243,PAPER_243_NGC3603FullMUGECavityPressure.md,NGC 3603 Full MUGE: Time-Varying Mass M(t) and Additive Cavity Pressure P(t)/$\rho$,H,,NO UPDATE (specific system / framework application),,,
244,PAPER_244_MUGE_Quantum_Uncertainty_Gravity_SubTerm_Universal.md,MUGE Quantum Uncertainty Gravity Sub-Term — Universal Cosmological-Scale Coupling,H,,NO UPDATE (specific system / framework application),,,
245,PAPER_245_MUGE_Fluid_Self_Gravity_Archimedes_Buoyancy_SubTerm.md,MUGE Fluid Self-Gravity Archimedes Buoyancy Sub-Term — Universal Gravitational Buoyancy,H,,NO UPDATE (specific system / framework application),,,
246,PAPER_246_MUGE_Dual_Mode_Oscillatory_Gravity_Standing_Traveling_Wave.md,MUGE Dual-Mode Oscillatory Gravity -- Standing Wave and Hubble-Normalised Traveling Wave,H,,NO UPDATE (specific system / framework application),,,
247,PAPER_247_MUGE_Merger_Interaction_Modulation_Tidal_Gravity_Boost.md,MUGE Merger Interaction Modulation — Tidal Gravity Boost with Exponential Decay,H,,NO UPDATE (specific system / framework application),,,
248,PAPER_248_UQFF_Source10_Batch_OpenMP_DPM_Resonance_Profiling.md,UQFF Source10 Batch OpenMP Profiling — DPM Resonance Calibration and Parallel Architecture,H,,NO UPDATE (specific system / framework application),,,
249,PAPER_249_UQFF_CUDA_GPU_Tiled_GEMM_Multi_System_Acceleration.md,UQFF CUDA GPU Tiled GEMM — Multi-System 26-Layer Acceleration,H,,NO UPDATE (specific system / framework application),,,
250,PAPER_250_SN1006_TypeIa_SNR_FUBi_Ejecta_Knot_Stabilisation.md,SN 1006 Type Ia SNR F_{U\_Bi\_i} — Ejecta Knot Stabilisation and Force Equivalence Class,H,,NO UPDATE (specific system / framework application),,,
251,PAPER_251_EtaCarina_Homunculus_DPM_Invisibility_LENR_Resonance.md,Eta Carinae Homunculus F_{U\_Bi\_i} — DPM Invisibility and LENR Force Hierarchy Discovery,I,LENR_,NO UPDATE unless ledger/xi enters; verify only,,,
252,PAPER_252_Chandra_Archive_Force_Equivalence_Class_UQFF.md,Chandra Archive Multi-System Composite F_{U\_Bi\_i} — Force Equivalence Class Confirmation,H,,NO UPDATE (specific system / framework application),,,
253,PAPER_253_SgrA_Negative_Buoyancy_Inversion_omega0_Critical.md,Sgr A* Galactic Center Negative Buoyancy Inversion — ?0 Critical Frequency and Fermi Bubble,H,,NO UPDATE (specific system / framework application),,,
254,PAPER_254_KeplerSNR1604_Force_Equivalence_Class_Historical_Anchor.md,Kepler's Supernova Remnant 1604 CE — Force Equivalence Class Historical Anchor,H,,NO UPDATE (specific system / framework application),,,
255,PAPER_255_PSRJ0030_NeutronStar_Density_Regime_Positive_Buoyancy.md,PSR J0030+0451 Isolated Neutron Star — Density Regime Positive Buoyancy and F_neutron,H,,NO UPDATE (specific system / framework application),,,
256,PAPER_256_CrabNebula_M1_DPM_Geometry_Compact_Visible_Diffuse_Invisible.md,Crab Nebula M1 DPM Geometry Probe — Compact-Object DPM Visibility vs Diffuse-Gas,H,,NO UPDATE (specific system / framework application),,,
257,PAPER_257_CassiopeiaA_SNR_Force_Equivalence_Class_53Order_Extension.md,Cassiopeia A SNR Neutron Star â€” Force Equivalence Class Extension Across 53 Orders in Ïƒ_n,H,,NO UPDATE (specific system / framework application),,,
258,PAPER_258_MultiMessenger_UQFF_Validator_ALMA_EHT_Chandra_Observational.md,"Multi-Messenger UQFF Validator — ALMA, EHT, and Chandra Observational Detection Map",H,,NO UPDATE (specific system / framework application),,,
259,PAPER_259_NGC1275_AGN_Feedback_Buoyancy_Equilibrium_Cooling_Flow_BCG.md,NGC 1275 --- AGN Feedback-Buoyancy Equilibrium in Cooling-Flow BCGs,H,,NO UPDATE (specific system / framework application),,,
260,PAPER_260_HorseheadNebula_Universal_Erosion_Buoyancy_Coupling_PDR_Structural_Form_Independence.md,Horsehead Nebula – Universal Erosion-Buoyancy Coupling: Structural-Form Independence in,H,,NO UPDATE (specific system / framework application),,,
261,PAPER_261_NGC3603_Dual_Dynamic_Feedback_Equilibrium_Timescale_Scale_Invariant_Theorem_YMC.md,NGC 3603 --- Dual-Dynamic Feedback Equilibrium Timescale and Scale-Invariant Feedback Theorem,H,,NO UPDATE (specific system / framework application),,,
262,PAPER_262_NGC2525_SN_TypeIa_Negative_Mass_Loss_Gravitational_Sign_Reversal_UQFF.md,Galaxy NGC 2525 --- SN Type Ia Negative-Mass-Loss Gravitational Sign Reversal: A New UQFF,H,,NO UPDATE (specific system / framework application),,,
263,PAPER_263_UQFF_Simultaneous_CoAction_Universality_Dissipative_Buoyancy_Pair_Master_Theorem.md,UQFF Simultaneous Co-action Universality — The Dissipative-Buoyancy Pair as a Universal MUGE,H,,NO UPDATE (specific system / framework application),,,
264,PAPER_264_HUDF_TRZ_CPT_Asymmetric_Gravitational_Phase_Transition_NegativeTime.md,HUDF Time-Reversal Zeroing (TRZ) Factor — CPT-Asymmetric UQFF Gravity at Cosmic Redshift,H,,NO UPDATE (specific system / framework application),,,
265,PAPER_265_HUDF_DualChannel_Interaction_Cascade_Buoyancy_Quadratic_Merger_Amplification.md,HUDF Dual-Channel Interaction Cascade Buoyancy --- Quadratic I(t) Amplification at Cosmic,H,,NO UPDATE (specific system / framework application),,,
266,PAPER_266_HUDF_Primordial_IGM_Superconducting_Gravitational_Meissner_Effect_Bcrit.md,HUDF Primordial IGM Magnetic Field — UQFF Gravitational Meissner Effect and Superconducting,H,,NO UPDATE (specific system / framework application),,,
267,PAPER_267_NGC1792_SFR_Normalization_Starburst_Buoyancy_Coherence.md,SFR Normalization as Dimensionless Coupling Constant --- Starburst-Buoyancy Coherence in NGC,H,,NO UPDATE (specific system / framework application),,,
268,PAPER_268_NGC1792_Dual_OscillatoryMode_Hubble_SlowMode_StarburstGW_Amplitude_Modulation.md,Dual Oscillatory Mode Superposition --- Hubble Slow Mode Starburst GW Amplitude Modulation in,H,,NO UPDATE (specific system / framework application),,,
269,PAPER_269_NGC1792_SN_RamPressure_Degeneracy_Point_Kinematic_Invariant_StarburstGravity.md,Supernova Ram Pressure Degeneracy Point — Kinematic Invariant in NGC 1792 Starburst Gravity,H,,NO UPDATE (specific system / framework application),,,
270,PAPER_270_Source10_DPM_ResonanceQuantumOrbitalAmplification_gH_CosmicBridgeConstant.md,DPM Resonance Quantum Orbital Amplification — g_H = 1.252\times1046 as UQFF Cosmic Orbital,H,,NO UPDATE (specific system / framework application),,,
271,PAPER_271_Source10_THz_DoubleGate_StarFormation_DualBinaryConditions_MaxConduitForce.md,THz Double-Gate Star Formation — Dual Binary Conditions for Maximum UQFF Conduit Force,H,,NO UPDATE (specific system / framework application),,,
272,PAPER_272_Source10_GravitationalVacuumDrag_kVac_equals_G_VacuumGravitationalDuality.md,"Gravitational Vacuum Drag — k_vac = G, Velocity-Dependent Gravitational Force, and UQFF",H,,NO UPDATE (specific system / framework application),,,
273,PAPER_273_Andromeda_BlueshiftUQFF_kappa_approach_NegativeRedshiftGravitationalAmplifier.md,Blueshift UQFF Gravitational Approach Amplifier — $\kappa$_approach = 1/(1+z) for Negative Redshift,H,,NO UPDATE (specific system / framework application),,,
274,PAPER_274_Andromeda_HI21cm_UQFF_GalacticBuoyancyResonanceFrequency_omegaHI_Bridging.md,HI 21-cm Line as UQFF Galactic Buoyancy Resonance Frequency — \omega_HI Bridges Atomic Hyperfine,H,,NO UPDATE (specific system / framework application),,,
275,PAPER_275_Andromeda_DarkMatter_8020_UQFF_ShellPartition_fDM_NFWCouplingExponent_xiDM.md,UQFF Dark Matter 80/20 Shell Partition  f_DM^(1/3) NFW Coupling Exponent and the xi_DM,H,,NO UPDATE (specific system / framework application),,,
276,PAPER_276_Andromeda_FriedmannUQFF_HzExpansionCoupling_H_UQFF_NearUnityResonance.md,UQFF,H,,NO UPDATE (specific system / framework application),,,
277,PAPER_277_Sombrero_UQFF_Gravitational_Recession_Damping_kappa_recession_z_positive.md,UQFF Gravitational Recession Damping Factor \kappa_recession for Positive Redshift,H,,NO UPDATE (specific system / framework application),,,
278,PAPER_278_Sombrero_DustRing_UQFF_GravitationalRingResonator_omega_ring_r_ring.md,Sombrero Dust Ring UQFF Gravitational Ring Resonator: \omega_ring and r_ring,H,,NO UPDATE (specific system / framework application),,,
279,PAPER_279_Sombrero_SMBH_Dominance_Ratio_gamma_BH_SphereOfInfluence_r_SOI.md,Sombrero SMBH Dominance Ratio \gamma_BH and UQFF Sphere of Influence r_SOI,H,,NO UPDATE (specific system / framework application),,,
280,PAPER_280_Saturn_UQFF_SolarTidalPerturbationRatio_tau_Sun_g_Sun_tidal.md,Saturn UQFF Solar Tidal Perturbation Ratio \tau_Sun,H,,NO UPDATE (specific system / framework application),,,
281,PAPER_281_Saturn_Ring_UQFF_TidalGravityResonance_omega_ring_kep_T_ring.md,"Saturn Ring UQFF Tidal Gravity Resonance — \omega_{ring\_kep}, T_ring = 11.78 h, g_{ring\_tidal}",H,,NO UPDATE (specific system / framework application),,,
282,PAPER_282_Saturn_UQFF_AtmosphericWind_KineticPressure_a_wind_eta_wind.md,"Saturn UQFF Atmospheric Wind Kinetic Pressure Term — a_wind, \eta_wind",H,,NO UPDATE (specific system / framework application),,,
283,PAPER_283_Saturn_UQFF_SolarTidalHubbleExpansionCoupling_g_ST_HE_hubble_tidal_factor.md,Saturn UQFF Solar Tidal Hubble Expansion Coupling,H,,NO UPDATE (specific system / framework application),,,
284,PAPER_284_M16_UQFF_DualMassCoActionProduct_Phi_dm_SFR_Erosion.md,M16 Eagle Nebula UQFF — Dual Mass Co-Action Product (\Phi_dm),H,,NO UPDATE (specific system / framework application),,,
285,PAPER_285_M16_UQFF_ErosionSaturationHalfTime_t_half_DeltaGMax.md,M16 Eagle Nebula UQFF — Erosion Saturation Half-Time and \DeltagMax,H,,NO UPDATE (specific system / framework application),,,
286,PAPER_286_M16_UQFF_NebularFriedmannRedshift_kappa_neb_z0p0015.md,M16 Eagle Nebula UQFF — Nebular Friedmann Redshift Parameter \kappa_neb,H,,NO UPDATE (specific system / framework application),,,
287,PAPER_287_ResonanceSC_UQFF_DPMTHz_PlasmoticVacuumCascadeAmplification.md,DPM-THz Plasmotic Vacuum Cascade Amplification (G_THz = 3.33\times107),H,,NO UPDATE (specific system / framework application),,,
288,PAPER_288_ResonanceSC_UQFF_CosmicAgeStandingWaveBridge_2pi13p8.md,Cosmic-Age Standing-Traveling Wave Bridge — 2\pi/13.8 Oscillatory Phase Factor (T/S = 0.2277),H,,NO UPDATE (specific system / framework application),,,
289,PAPER_289_ResonanceSC_UQFF_CooperDPM_DualFreqSCSynthesis_Asc6p994e21.md,Cooper-DPM Dual-Frequency SC Synthesis — ħ$\times$f_super$\times$f_DPM Triple-Mode Quantum Product (A_sc =,H,,NO UPDATE (specific system / framework application),,,
290,PAPER_290_CrabResonance_UQFF_SNRDPMDilution_DynamicVolumeExpansion.md,Crab SNR DPM Vacuum Dilution — a_DPM(t) ∝ r(t)-3 in Expanding Pulsar Wind Nebula,H,,NO UPDATE (specific system / framework application),,,
291,PAPER_291_CrabResonance_UQFF_FilamentSpectralTriad_QuantumFluidExpansion9Decades.md,Crab Filament Spectral Triad — Quantum-Fluid-Expansion 9-Decade DPM Seeding with Volumetric,H,,NO UPDATE (specific system / framework application),,,
292,PAPER_292_CrabResonance_UQFF_Pulsar30Hz60sResonanceWindow_SpinVacuumDPMLock.md,Crab Pulsar 60-Second UQFF Resonance Window — f_osc = 1812 Hz Spin-to-Vacuum DPM Lock,H,,NO UPDATE (specific system / framework application),,,
293,PAPER_293_CompressedResonanceUQFF24_DualChannelCoSumArchitecture_10TermCR.md,UQFF Compressed+Resonance Dual-Channel Co-Sum Architecture (10-Term CR Module),H,,NO UPDATE (specific system / framework application),,,
294,PAPER_294_CompressedResonanceUQFF24_VacuumDifferentialHarmonic_hbarDenominatorCoupling.md,UQFF Vacuum Differential Harmonic: ħ-Denominator Quantum-Volume Diffusion Coupling,H,,NO UPDATE (specific system / framework application),,,
295,PAPER_295_CompressedResonanceUQFF24_CompressedCooperSuperSeeding_fDPMSquaredScalingLaw.md,UQFF Compressed Cooper Super-Seeding: f_DPM2 Quadratic Class Scaling Law,H,,NO UPDATE (specific system / framework application),,,
296,PAPER_296_UniverseDiameter_CosmologicalConstantDirectVacuumAcceleration_LambdaC2Over3.md,UQFF Cosmological Constant Direct Vacuum Acceleration,A,_Cosmological,Add closing section: v5.78 27-decade vacuum ledger (PAPER_1170) + xi=13/3,,,
297,PAPER_297_UniverseDiameter_SuperluminalHubbleExpansionRatio_etaExpGreaterThan1.md,UQFF Superluminal Hubble Expansion Ratio $\eta$_exp = 3.328 > 1,H,,NO UPDATE (specific system / framework application),,,
298,PAPER_298_UniverseDiameter_GRCurvatureDominance_epsilonGRGreaterThan1.md,UQFF Universe-Scale GR Curvature Dominance: $\varepsilon$_GR = 3GM/(rc2) = 5.056 > 1,H,,NO UPDATE (specific system / framework application),,,
299,PAPER_299_HydrogenAtom_ElectrogravitationalDominanceRatio_etaEM_9p65e29.md,Hydrogen Atom UQFF Electrogravitational Dominance Ratio: $\eta$_EM = 9.65$\times$1029,H,,NO UPDATE (specific system / framework application),,,
300,PAPER_300_HydrogenAtom_LymanAlphaCosmicBridge_ToverS_pi_over_13p8.md,Hydrogen Atom Lyman-Alpha Cosmic Bridge: T/S = \pi/13.8 = 0.2277 at Atomic Scale,H,,NO UPDATE (specific system / framework application),,,
301,PAPER_301_HydrogenAtom_ProtonGRSpectralMinimum_epsilonGR_7p04e44.md,Hydrogen Atom Proton GR Spectral Minimum: $\varepsilon$_GR = 7.04$\times$10-44,H,,NO UPDATE (specific system / framework application),,,
302,PAPER_302_HydrogenPToE_Ug4iReactiveResonanceVacuumBridge_Gamma_4p704e36.md,Hydrogen PToE U_g4i Reactive-Resonance Vacuum Bridge: \Gamma_u4i = 4.704\times1036,H,,NO UPDATE (specific system / framework application),,,
303,PAPER_303_HydrogenPToE_LymanAlphaTripleFrequencyResonanceLock_freqRatio_1p000.md,Hydrogen PToE Lyman-Alpha Triple-Frequency Resonance Lock: f_THz/f_DPM = 1.000,H,,NO UPDATE (specific system / framework application),,,
304,PAPER_304_HydrogenPToE_AetherGravitationalDominanceAtomicScale_xiAether_1p852e24.md,Aether-Gravitational Dominance at Atomic Scale: $\xi$_aether = 1.852$\times$1024,H,,NO UPDATE (specific system / framework application),,,
305,PAPER_305_LagoonNebula_SFRMassRunawayAmplifier_DeltaM_10_100kyr.md,"Lagoon Nebula SFR Mass Runaway Amplifier: \DeltaM/M0 = 10.0 at 1 Myr, t_consume = 100 kyr",H,,NO UPDATE (specific system / framework application),,,
306,PAPER_306_LagoonNebula_HerschelRadiationErosion_etaRad_1p53e18.md,Lagoon Nebula Herschel 36 Radiation Erosion: \eta_rad = 1.53\times1018,H,,NO UPDATE (specific system / framework application),,,
307,PAPER_307_LagoonNebula_DualRadiationEMBarrier_aEM_over_aRad_12p77.md,Lagoon Nebula Dual Radiation-EM Barrier: a_EM/a_rad = 12.77,H,,NO UPDATE (specific system / framework application),,,
308,PAPER_308_SpiralGalaxy_TorqueGravitationalAmplifier_tau_2p046_307Myr.md,Spiral Arm Torque Gravitational Amplifier,H,,NO UPDATE (specific system / framework application),,,
309,PAPER_309_SpiralSNIa_HubbleTensionImprint_deltaSN_2p52pct_etaSN_2e16.md,SN Ia Hubble Tension Gravitational Imprint,H,,NO UPDATE (specific system / framework application),,,
310,PAPER_310_SpiralGalaxy_DMVisiblePartition_etaDM_5p667_vExcess_67pct.md,Dark Matter / Visible Mass Partition Rotation Curve Excess,H,,NO UPDATE (specific system / framework application),,,
311,PAPER_311_NGC6302_BipolarPN_WindShockDominance_eta_wind_7p127e5_KE_3p564e5.md,NGC 6302 Bipolar Planetary Nebula — UQFF Wind Shock Gravitational Dominance,H,,NO UPDATE (specific system / framework application),,,
312,PAPER_312_NGC6302_CentralWD_UVRadiationPressure_eta_rad_1p913e20_arad_5p672e8.md,NGC 6302 Central Star UV Radiation Pressure — UQFF Photoionization Gravitational Signature,H,,NO UPDATE (specific system / framework application),,,
313,PAPER_313_NGC6302_EquatorialTorus_MagneticConfinement_etaB_3p979e5_vAlfven_8p921e7.md,NGC 6302 Equatorial Torus Magnetic Confinement --- UQFF Plasma \beta and Alfvén Analysis,H,,NO UPDATE (specific system / framework application),,,
314,PAPER_314_NGC6302Resonance_PN_DPM_MacroAntenna_F_DPM_1p267e50_ratio_2p017e13.md,NGC6302 Bipolar PN Lobe DPM Macro-Antenna Force: F_DPM = 1.267\times105 N (13-Order PN-to-Compact,H,,NO UPDATE (specific system / framework application),,,
315,PAPER_315_NGC6302Resonance_VacDiffTHz_CrossoverRadius_3p280km_domRatio_8p118e37.md,NGC6302 UQFF Resonance VacDiff-THz Crossover Radius: r_cross = 3.280 km (38-Order PN,H,,NO UPDATE (specific system / framework application),,,
316,PAPER_316_NGC6302Resonance_CooperDPM_Asc_6p994e21_asuper_1p747e9_P295confirm.md,"NGC6302 Cooper-DPM f_DPM=10 Hz Class Confirmation: A_sc=6.994\times10, a_super=1.747\times10?? m/s",H,,NO UPDATE (specific system / framework application),,,
317,PAPER_317_OrionM42_TrapeziumWindRamPressure_etaWind_28p47_tErosion_467kyr.md,Orion M42 Trapezium Wind Ram Pressure Dominance,H,,NO UPDATE (specific system / framework application),,,
318,PAPER_318_OrionM42_TrapeziumOBUV_etaRad_7p664e18_champagneFlow.md,Trapezium OB Cluster UV Radiation Dominance — Champagne Flow Condition,H,,NO UPDATE (specific system / framework application),,,
319,PAPER_319_OrionM42_CompactHII_SFRBindingCrossover_tCross_67p7kyr_sSFR_50xLagoon.md,Compact HII SFR Gravitational Binding Phase Transition,H,,NO UPDATE (specific system / framework application),,,
320,PAPER_320_CR34_DPMForceDensitySpectralAtlas_xiSpan_1e35_7systems.md,CR34: 7-System DPM Force Density Spectral Atlas (\xi-Span = 1035),H,,NO UPDATE (specific system / framework application),,,
321,PAPER_321_CR34_CrossChannelDominanceCrossover_Vf_5p43e28_CompressedResonanceReversal.md,CR34: Cross-Channel Dominance Reversal — V_sys/f_react Crossover at 5.43\times1028 m3/Hz,H,,NO UPDATE (specific system / framework application),,,
322,PAPER_322_CR34_HiIRegionTHzGeometricDifferential_ratio_8p59_OrionLagoon.md,CR34: Intra-HII THz Geometric Amplification Differential (Orion/Lagoon ratio = 8.59),H,,NO UPDATE (specific system / framework application),,,
323,PAPER_323_CR34b_VacuumAetherFrequencyMode_FAether_1p576e35_11thUQFFTerm.md,"CR34b Vacuum Aether Frequency Mode: F_AETHER=1.576e-35 Hz, 11th UQFF Accelerative Term",H,,NO UPDATE (specific system / framework application),,,
324,PAPER_324_CR34b_SaturnFirstPlanetaryDualChannel_g_vac_diff_1p29e-2.md,CR34b Saturn: FIRST Planetary Body in UQFF Dual-Channel Framework,H,,NO UPDATE (specific system / framework application),,,
325,PAPER_325_CR34b_RhoISMFluidDensityCoupling_ffluid_rho_1p269e-35.md,CR34b Rho-ISM Fluid Density Coupling: f_fluid?_ISM = 1.269\times10?5 kg/m/Hz,H,,NO UPDATE (specific system / framework application),,,
326,PAPER_326_TriadicMasterUQFF_26State_Ramanujan_CoSumArchitecture_FUg1_Rt_FUBi.md,Triadic Master UQFF 26-State Ramanujan Co-Sum Architecture,H,,NO UPDATE (specific system / framework application),,,
327,PAPER_327_Qwave47_NonGaussian_ShapiroWilk_SSq_ModulatedDistribution.md,Q_{wave\_47} Non-Parametric Distribution Survey,H,,NO UPDATE (specific system / framework application),,,
328,PAPER_328_NuclearAlphaBEC_LENR_NB_TBEC14p52MeV_deltapair0p1_sigmaCS10p50.md,Nuclear \alpha-BEC LENR Enhancement: Bose-Einstein \alpha-Clustering at T_BEC = 14.52 MeV,I,LENR_,NO UPDATE unless ledger/xi enters; verify only,,,
329,PAPER_329_Um_Bilinear_Heaviside_Quasi_Neutrino_VacuumCascade_DoubleExponentialSSq.md,Um Bilinear Heaviside/Quasi Architecture + Vacuum Neutrino Energy Cascade with Nested,H,,NO UPDATE (specific system / framework application),,,
330,PAPER_330_H_res_6Equation_Nuclear_Resonance_Udp_Dipole_kNuc_NZ_Scaling.md,H_res Complete 6-Equation Nuclear Resonance Sub-System with U_dp Dipole Coupling and k_nuc,H,,NO UPDATE (specific system / framework application),,,
331,PAPER_331_26State_MUGE_FrequencyBasis_fAether_fSuper_Magnetar_SpinDown_ProofIdentities.md,26-State MUGE Frequency-Basis Representation with Calibrated 7-Frequency Set and 6 Proof,H,,NO UPDATE (specific system / framework application),,,
332,PAPER_332_FUBi_i_12Term_Integrand_kAct_kDE_Zeeman_kNeutron_kRel_FSweet_FKozima.md,"F_{U\_Bi\_i} Complete 12-Term Explicit Integrand: k_act, k_DE, Zeeman Coupling, k_neutron,",I,Kozima,NO UPDATE unless ledger/xi enters; verify only,,,
333,PAPER_333_BSM_UQFF_10Experiment_Package_EDM_ALICE_Comag_Tau_JUNO_BESIII_LHCb_ATLAS.md,"BSM-UQFF Multi-Experiment Coupling Package: EDM, ALICE, Comagnetometer, Tau Dipole, JUNO,",H,,NO UPDATE (specific system / framework application),,,
334,PAPER_334_Ui_Complex_Superconductive_VacuumDensity_OmegaS_fTRZ_BetaI_CompactGalacticBifurcation.md,"U_i Complex-Valued Superconductive Vacuum Density: ?_s, f_TRZ, ß_i and Compact/Galactic",H,,NO UPDATE (specific system / framework application),,,
335,PAPER_335_kkREB_FUBii_Ramanujan_CoSum_FUBi_Buoyancy_Kernel_fUb_VolumeRatio.md,k^k REB-Coupled F_{U\_Bi\_i} Triadic Ramanujan Form and F_{U\_Bi} Explicit Buoyancy Kernel with,H,,NO UPDATE (specific system / framework application),,,
336,PAPER_336_gCompressed_AllForces_DM_Perturbation_Rt_26State_4Subterm_Resonant_Decomposition.md,g_Compressed Complete All-Forces Equation and R(t) 26-Component 4-Subterm Resonant,H,,NO UPDATE (specific system / framework application),,,
337,PAPER_337_Qwave81_Updated_Statistics_Phase_Separation_Cosine_Vela_Validation.md,Q_{wave\_81} Updated Statistics and Phase Separation Validation Model (Vela Pulsar),H,,NO UPDATE (specific system / framework application),,,
338,PAPER_338_NineSystem_Sep2025_Astro_Parameter_Catalogue_Vela_NGC1365_ESO137_Abell2256_Crab_IC2163_Jupiter_LagoonM8_NGC2207.md,"Nine-System September 2025 Astrophysical Parameter Catalogue: Vela, NGC 1365, ESO 137-001,",H,,NO UPDATE (specific system / framework application),,,
339,PAPER_339_UmRotor_StringTorque_TauRot_H2OH2_Thermal_QWave48_Extension.md,Um Rotor String-Rotation Torque Integration: t_rot in the UQFF Um Framework,H,,NO UPDATE (specific system / framework application),,,
340,PAPER_340_EDM_SO10_BSMRefined_Fu_Coupling_Darkonia_PSCm1_VcbCoupling.md,EDM SO(10) BSM Refined F_u Coupling: Darkonia Phase Boundary P_SCm = 1,H,,NO UPDATE (specific system / framework application),,,
341,PAPER_341_UQFF_3Variable_Calibration_Kappa_HSCm_UUA_MCMC_GaiaDR4_ParkerProbe.md,"UQFF 3-Variable Calibration Meta-Framework: ?, H_SCm, U_UA Residuals",H,,NO UPDATE (specific system / framework application),,,
342,PAPER_342_Magnetar_7Component_DPM_THz_Sigma26_SpinDown_MagneticEnergy.md,Magnetar 7-Component DPM-THz Frequency Form: S26 Spin-Down Plus THz Modes,H,,NO UPDATE (specific system / framework application),,,
343,PAPER_343_SGR1745_2900_SCm_Mass_Modified_LX_Luminosity_fReact_Doubled_June2013.md,SGR J1745-2900: SC_m Mass-Modified Luminosity and Doubled f_react (June 2013),H,,NO UPDATE (specific system / framework application),,,
344,PAPER_344_SgrA_GW_Precession_Squared_JWST2025_Flare_fTRZ_Calibration.md,Sgr A* GW Precession-Squared Form and JWST 2025 Flare Frequency Derivation,H,,NO UPDATE (specific system / framework application),,,
345,PAPER_345_Tapestry_Starbirth_DPM_THz_FreqOnly_Sigma26_SFR_Coupling.md,Tapestry Starbirth Region: DPM-THz Frequency-Only S26 Gravity and SFR Coupling,H,,NO UPDATE (specific system / framework application),,,
346,PAPER_346_M87_Jet_BlandfordZnajek_FUBi_OmegaAct_Day_Scale.md,M87 Jet Blandford-Znajek Model: Full F_{U\_Bi\_i} Calculation,H,,NO UPDATE (specific system / framework application),,,
